
Reaction test v3
type	A+B+C
number	1000

max value	65536
unit	us

test	A	B	C
100	11402	2384	46907
101	25054	40108	19874
102	50433	24163	8384
103	4	7031	27262
104	5	22015	13954
105	8257	20382	20371
106	overflow

Reaction test v3
type	A+B+C
number	1000

max value	65536
unit	us

test	A	B	C
0	8	3	18
1	3	54400	26050
2	24432	12367	44700
3	40413	32323	7962
4	18729	18717	43034
5	11791	11803	31768
6	21	7	20784
7	3553	3	20678
8	3861	20705	12516
9	7162	23287	7176
10	42200	14003	42188
11	19408	43704	19396
12	4340	24614	24665
13	25150	25162	13012
14	25011	30011	14217
15	28628	4458	4478
16	18934	5	52558
17	4574	31924	20376
18	40697	12426	40709
19	8632	32983	8646
20	45849	33711	13495
21	17768	5671	9724
22	37470	37484	9314
23	18457	18471	42735
24	16243	48727	8232
25	1207	29340	13362
26	35283	11191	35271
27	31417	3056	31405
28	33731	5464	21576
29	27242	2994	12196
30	30759	10480	2343
31	31517	7193	7181
32	4690	49275	20933
33	37716	17542	49817
34	38268	46393	5923
35	4831	12728	45311
36	27321	43529	23305
37	10587	20115	9
38	13432	13413	29536
39	45266	684	16819
40	2990	47566	39396
41	25964	1659	46245
42	41371	13087	13075
43	18264	50695	42573
44	31951	26466	18406
45	28975	28989	16867
46	28853	28865	13503
47	15718	15731	44038
48	51094	43017	2737
49	11162	3093	39549
50	24475	24483	24495
51	16675	9725	40927
52	47107	18883	18867
53	25690	5467	33802
54	4550	20697	32946
55	4359	24760	61080
56	16981	37135	17001
57	6	25394	9335
58	41551	21324	1049
59	26449	6389	34721
60	19320	3	19342
61	29181	15214	29194
62	12980	21026	12992
63	26250	26264	10053
64	17331	17320	10420
65	51791	27573	11480
66	7991	44462	24169
67	37599	20907	1148
68	13776	1702	30004
69	7764	40166	7752
70	33544	12216	33558
71	23594	8836	23608
72	18813	18825	35120
73	7488	7502	19734
74	3	24254	8218
75	3	35218	14813
76	13961	17964	7
77	4194	29022	29036
78	14703	26942	35011
79	9	17785	17798
80	45165	8846	8829
81	28042	5	49370
82	18108	30185	30198
83	17340	9275	25428
84	9729	9717	25651
85	6603	6617	34869
86	38426	38438	13846
87	18271	19294	50583
88	46136	29991	17821
89	13766	21	5
90	798	29133	29121
91	50266	16922	16739
92	17890	1750	46301
93	29078	45283	12915
94	2577	18764	39028
95	40760	4266	28367
96	10771	27131	2705
97	5	14527	47019
98	42538	26404	11142
99	6144	50715	11530
100	7	24960	45405
101	5390	5	15326
102	10987	11004	55402
103	33402	41520	25387
104	11906	20063	28127
105	48468	20261	56574
106	6	27178	6896
107	969	28830	10002
108	20	28312	12177
109	45026	11692	5
110	12198	46914	30699
111	4681	14686	53310
112	21560	5369	21548
113	58718	26450	38540
114	10490	34786	50995
115	1967	8442	22243
116	25872	5604	42035
117	14325	29422	9087
118	7755	7780	7770
119	17791	25962	25952
120	19841	27980	27968
121	408	8415	24654
122	41078	5	15841
123	27677	54303	21916
124	1751	1731	62360
125	4335	5	32870
126	43259	31174	15091
127	21660	7919	50041
128	3	37530	22360
129	overflow

Reaction test v3
type	A+B+C
number	1000

max value	65536
unit	us

test	A	B	C
0	29312	8517	3
1	21145	6849	30816
2	4941	57544	4927
3	42739	28306	7
4	14955	23712	30083
5	16603	9	21438
6	7745	5	41207
7	18346	42675	28431
8	38149	32232	22177
9	27107	2881	19026
10	27215	38	20100
11	22625	18758	5
12	21327	391	61162
13	41772	41784	25665
14	7087	7099	7075
15	9956	21995	42276
16	7	8628	28973
17	7	24336	24350
18	3	26530	34672
19	162	24774	24762
20	7	20410	20398
21	23901	15785	23920
22	19120	11051	24133
23	46877	14556	14544
24	7047	39437	31386
25	43659	10952	3284
26	10608	30868	22752
27	18475	26629	11600
28	21	51398	9
29	36274	28156	48336
30	300	49048	8476
31	20640	27621	6
32	13	34496	26433
33	215	54132	13610
34	40969	20943	32924
35	22322	52110	11660
36	51960	23679	39878
37	25358	37472	14592
38	29	3	19
39	3	8	41839
40	3610	3618	14763
41	24837	32942	41029
42	13384	17438	29594
43	19163	47530	7
44	52892	16552	28587
45	20376	20390	4145
46	26547	38824	10046
47	8847	24741	5
48	1056	1045	1033
49	31090	31078	31068
50	28601	16701	16689
51	29042	16913	16901
52	12753	2056	2064
53	32188	16059	16073
54	5358	5	55166
55	44556	31148	270
56	8910	8894	23025
57	34059	5	21
58	12559	5	25007
59	40708	24510	3
60	12963	12977	37247
61	17669	1467	17690
62	29045	762	8890
63	5176	5202	5192
64	9673	55078	21732
65	22922	22908	36006
66	3320	31740	31726
67	40138	19998	20017
68	9463	49970	1387
69	50505	25267	34350
70	23198	8339	3003
71	7	6574	14742
72	15646	7598	15636
73	23190	55585	23178
74	37731	9318	37719
75	25310	9136	25298
76	44141	6444	31999
77	23488	3632	11718
78	26158	4278	14038
79	28865	28847	20845
80	32135	16103	24047
81	23657	11458	11471
82	18	39423	4
83	54058	29788	13572
84	23347	51653	35497
85	4981	4999	57635
86	33821	9446	9433
87	25502	5995	6011
88	5	55500	7039
89	24625	44795	3972
90	3866	16013	18332
91	7	22852	14730
92	20422	36527	20436
93	8949	21051	12955
94	12816	5	28981
95	384	24673	12640
96	7771	23986	23974
97	7	19	19673
98	overflow

Reaction test v3
type	A+B+C
number	1000

max value	65536
unit	us

test	A	B	C
0	3	7	27183
1	22153	19	5
2	6	20	32
3	4952	4942	4930
4	19	24159	7
5	2526	2536	2521
6	12367	4288	4276
7	439	7	20702
8	11	4235	15
9	15	11	13412
10	4934	3	19
11	13	5038	9
12	7	4300	16443
13	16153	4032	10
14	22	6	12675
15	9	5712	13
16	11223	5	9771
17	17912	7	9816
18	19141	2997	7012
19	4053	11495	3387
20	2057	3597	5
21	5	6127	26372
22	24083	5	20043
23	8	23703	7510
24	7	12928	4838
25	5	979	5032
26	4087	7868	24079
27	16679	7	13
28	23	19	15
29	1266	4703	12810
30	17047	884	4907
31	14293	10253	6
32	5634	5638	7
33	3323	11425	18577
34	24242	13	12119
35	2510	4	2524
36	6	6253	18421
37	13	8	26
38	3	3	7
39	2620	2616	7
40	5653	5657	25907
41	5	8861	12914
42	3	7868	7876
43	19	304	5
44	4439	418	4456
45	9	4764	24
46	7	6620	21
47	18917	2773	6790
48	5	11924	20029
49	14101	4	1976
50	4166	8200	20353
51	2952	19141	2966
52	15	10	30
53	5147	5522	7
54	6231	2208	6252
55	18	12860	7
56	3	7053	7034
57	15	9260	11
58	17700	4072	4059
59	4342	7	12444
60	12902	763	776
61	2144	2149	2162
62	3713	3728	3740
63	4	4781	4794
64	7804	7	19961
65	3241	7305	8
66	11	15	14083
67	14164	17	5
68	13183	4	5092
69	3860	16017	16031
70	21413	1179	1193
71	3457	15609	5
72	5948	9998	5
73	7156	11189	7146
74	13	23	8
75	15261	7187	7
76	5	4240	4255
77	7	9099	9115
78	5	13343	1196
79	60	17	5
80	1417	7	5467
81	3594	7	15748
82	2640	6693	5
83	5	1029	13164
84	9	16291	13
85	14165	6099	7
86	7670	5	18
87	4222	6	13195
88	13	2055	8
89	15	11	400
90	3	3	8283
91	2795	8783	8
92	11126	11118	5
93	3	8917	4672
94	1079	21433	5266
95	13997	13987	1892
96	24995	10	14
97	21	7	2112
98	10072	5	2214
99	11538	11519	429
100	7870	7851	4904
101	9851	9837	7
102	7	18309	1419
103	19031	10939	3897
104	15279	3146	5706
105	6522	7881	764
106	14626	1435	1466
107	4401	4386	7
108	19	5	8393
109	7	21	11308
110	21919	21898	2603
111	2095	2081	4554
112	14180	5	6096
113	7	24105	3862
114	4833	16971	8877
115	22356	5	14266
116	19	5	19834
117	5	25660	5250
118	19997	3	15572
119	14502	14516	5
120	5	19712	7572
121	7	19	2409
122	5735	5710	9770
123	3	20462	10152
124	21465	5184	5120
125	8638	7	21
126	5310	6	26
127	6393	5009	6
128	1892	18	6
129	6184	5	20
130	14584	5	2447
131	18039	1877	9
132	13605	1544	13623
133	2707	7	2721
134	691	4589	704
135	9	13	21088
136	4336	6134	4350
137	19	16285	5
138	5595	5	9650
139	1719	29728	1733
140	21823	1621	5657
141	997	1007	1017
142	6	14483	15098
143	3038	7071	11128
144	7	4891	1294
145	9157	7	9147
146	8002	5	7990
147	30	8	14
148	10209	853	3
149	6978	6982	6994
150	3	14832	15158
151	7304	3276	9
152	19	4437	7
153	7	746	21
154	7	2875	8488
155	17173	1017	5052
156	8581	16685	8595
157	9718	5700	9732
158	5	1815	8043
159	6238	5	14334
160	7	1350	13
161	8029	16129	7968
162	4456	20666	8522
163	19704	19726	19721
164	4218	9	13
165	5313	13423	5327
166	9901	17	12
167	15551	3796	4943
168	11243	6742	38908
169	19521	9	13
170	7047	15146	7061
171	4459	415	4475
172	6	16041	16026
173	12151	20	8
174	11812	15843	11808
175	11	25	15
176	3	5105	5110
177	7	17517	21561
178	23594	3380	8
179	5	16861	4714
180	14614	14592	14606
181	15	27	10
182	5199	5213	5203
183	1552	13696	13692
184	3747	3742	15891
185	5	17441	5307
186	3992	12098	4005
187	19364	15341	7278
188	9185	5170	21347
189	10227	2167	9
190	17	15643	5
191	17	2307	5
192	6	18930	20
193	7	7552	3512
194	11402	7388	11415
195	17	2650	5
196	1445	5	1459
197	25	15	11
198	15063	15074	19107
199	5477	21683	7
200	3965	16102	6
201	12637	9	15
202	6423	18558	6411
203	6118	22331	6131
204	7	14413	21
205	4503	16653	4516
206	13295	13	9
207	19573	7	7454
208	11	7	27
209	28033	11862	3802
210	7606	10	16
211	19	23385	7
212	7	15597	23698
213	5965	1942	9
214	5	1168	29539
215	13401	5338	8
216	13678	5591	1572
217	4948	7	4964
218	12979	13	9
219	3925	5	24162
220	6	18532	20
221	10440	2324	7
222	13	8	2608
223	5	8154	21
224	3	12137	22112
225	9	13	29
226	22152	1082	10017
227	21937	952	7
228	7483	7487	7497
229	5	11680	15977
230	6	11	19901
231	7658	26087	2039
232	4954	1346	1332
233	5935	419	9995
234	1182	17465	10140
235	6137	3	13302
236	1173	7	26
237	8349	7	2367
238	3	35	49
239	15657	27827	1257
240	4461	3009	15094
241	1759	2605	7
242	3933	2602	2590
243	19	3146	7
244	19457	9	15
245	19	20201	7
246	6	3797	20
247	111	7	132
248	7	11295	11198
249	13274	4464	8
250	4172	1443	120
251	9879	1817	7
252	476	5352	5
253	8	19889	13
254	5237	3480	1186
255	12346	8	15
256	10162	13095	10168
257	1155	11	15
258	9	13	3579
259	18508	6261	5
260	2799	1769	10914
261	14512	2386	7
262	7	1143	33543
263	11338	11330	11344
264	6230	740	17046
265	11	6653	17
266	11	15	1572
267	26760	6527	2516
268	9118	5	227
269	5	831	4886
270	5	16517	12468
271	7	11180	19301
272	5	22579	6381
273	3250	11357	3257
274	11470	7452	15517
275	5216	7	21422
276	9978	1887	1901
277	16	26	12
278	6546	5	21
279	5	4029	4010
280	491	3	16674
281	1653	21881	5683
282	3	5430	5446
283	4347	328	316
284	679	20939	8784
285	15	23803	10
286	15762	15779	11716
287	3	19	9925
288	18	4	10556
289	5	19	2944
290	6423	6435	6419
291	2512	2524	10618
292	23	6	11710
293	16076	5	3947
294	4254	4	12338
295	10	15	4846
296	21	16	12
297	9817	5789	5
298	3270	2083	6
299	7	2556	22793
300	11137	3	7075
301	13	2054	9
302	7654	3813	19824
303	7429	7	3389
304	3169	3024	7212
305	7	2278	6316
306	2247	22416	6218
307	11026	5	11156
308	7	20	10150
309	2660	2674	14818
310	13	25	8
311	6187	6173	14267
312	6	20	3868
313	5	9353	9348
314	4618	5	4624
315	13386	1285	17431
316	5256	4	1228
317	15843	15854	9
318	1738	21980	9
319	1328	13475	1335
320	10479	5	482
321	1676	1688	468
322	20	7	12198
323	17	3	13075
324	22	6	9959
325	19	5	19009
326	15969	15	11
327	11451	11467	5
328	6	18	2070
329	7204	19365	7158
330	3975	3953	7
331	5	20381	4164
332	24114	11993	7
333	1483	1471	13629
334	15	28	10
335	5	9035	956
336	13	7909	9
337	17769	5650	13724
338	166	184	176
339	17	5	28187
340	8	8649	13
341	24818	579	24832
342	24	10	14
343	20	7	2737
344	14611	7	18673
345	3088	5	3080
346	16	4	10068
347	17	5	6909
348	9	23	15
349	8	15291	3
350	27	15	11
351	8031	8012	8
352	8055	8043	16147
353	19	5	669
354	5470	5	9529
355	15	29	11
356	8	24	14
357	8	23	15
358	20721	8583	8668
359	5	9628	2493
360	4199	4961	3084
361	7	8925	12973
362	3589	5	7635
363	20261	4119	8
364	3950	5	17975
365	7	3200	21
366	5	19043	10947
367	10418	6372	10441
368	1303	9394	1291
369	3	69	16282
370	15	11	5745
371	6	22263	14164
372	5	4199	6357
373	15583	7489	3365
374	2738	7	2726
375	27	9	15
376	12107	12095	12121
377	8629	5	109
378	13825	6	17864
379	11	29	17
380	12514	425	439
381	7732	7737	5
382	8	26	15
383	2460	7	18658
384	3128	18988	5
385	9	13	12133
386	2359	18543	6398
387	15227	7161	19263
388	6	19263	7121
389	19489	15452	7
390	22888	7	21
391	14	10	11744
392	285	5	12437
393	1617	5	19
394	29	14158	2006
395	756	18928	5
396	4576	14666	5
397	3956	3798	3811
398	2630	8667	20810
399	6137	14225	6
400	4885	5	21433
401	5033	3	16
402	3670	7722	7702
403	3	581	595
404	5086	18	7
405	2295	6323	18469
406	13	12186	8
407	3143	7199	7179
408	15445	15424	7
409	15	11	10715
410	1001	6	5045
411	5	5	12668
412	7	11	8458
413	5	6281	643
414	290	2286	16502
415	10	15	26
416	23	13	8
417	13903	15834	19899
418	394	10366	9
419	4912	843	4892
420	15986	3463	2028
421	6716	6671	6726
422	4	3505	18
423	6	9606	7628
424	5	7759	602
425	11544	5	2119
426	279	289	5
427	9056	5430	6
428	5	21937	16217
429	4908	5	17137
430	2480	3422	3433
431	2787	23034	7
432	11734	5	3642
433	5913	5903	9972
434	8151	8167	97
435	7926	14216	7916
436	28	15	10
437	6	29514	7878
438	14794	11301	9
439	9123	8807	8788
440	2014	19060	1903
441	14925	10863	2767
442	4	21074	8929
443	13	8	6096
444	1357	9441	5395
445	16425	5825	5813
446	9665	19	5
447	3561	2190	19020
448	3537	3	3573
449	19480	3	5978
450	14398	10178	7
451	4275	8301	8307
452	9846	1263	5
453	3	11174	10465
454	18047	7	4984
455	7	14175	10700
456	3155	15	11
457	6	3790	20000
458	3	37	19
459	368	350	364
460	32	21	9
461	15538	7	20
462	13158	5	17830
463	6397	3	6389
464	6	20	999
465	6615	20488	4316
466	3472	6541	6513
467	19922	11824	9
468	3	10094	10106
469	21	31	5
470	1547	1535	33011
471	1085	1073	7
472	13	19080	8
473	13848	7	3853
474	23407	15	10
475	410	389	5
476	7	20	6275
477	13	17332	9
478	5	10830	2781
479	7049	7028	3001
480	893	906	7
481	23	8	13
482	8	3	10672
483	8	10798	13
484	7	11056	7015
485	5	17	6800
486	18433	6298	6
487	4	18	8629
488	6	21	13
489	2507	2493	10607
490	7	20	2613
491	7	8428	20856
492	5	12486	16550
493	7502	7524	1242
494	19300	7190	13690
495	9239	21390	5
496	3221	3233	9371
497	1821	13950	5863
498	2165	14304	6209
499	21	7	11232
500	4798	6	8853
501	13	3	9
502	4716	3	4734
503	991	1003	5043
504	7021	7033	11070
505	13	24	8
506	27772	19	12
507	19	5	741
508	5	9858	7931
509	18	2117	7
510	11	15	25
511	3756	7797	4
512	19786	4	15731
513	3882	5	28197
514	3720	1499	13653
515	16925	12903	12917
516	2154	6208	6188
517	3	2173	22433
518	5	3007	27311
519	2722	12786	12795
520	1185	4305	253
521	3246	3	3228
522	2357	2370	14498
523	452	465	20408
524	12722	5	6495
525	21	7	6746
526	2192	2179	2171
527	9228	2593	1990
528	1685	1703	3602
529	1710	1723	17905
530	5797	7	1749
531	1398	20141	7978
532	2275	2263	2253
533	12376	12395	7158
534	5	18	6423
535	23	9	13
536	15977	22695	3
537	3	17	1425
538	32	24	10
539	19	5	636
540	25	10	15
541	17	5	3567
542	1939	7	6765
543	6	9504	1414
544	5258	5234	5248
545	9558	18503	3667
546	7	6763	20
547	11	7	7565
548	11428	10930	1910
549	2636	4897	6
550	5497	5	5511
551	3	9698	18
552	1109	3961	1123
553	261	20479	249
554	6085	18229	5
555	572	7	586
556	7912	9828	7927
557	24	28	40
558	421	1886	6236
559	8	1089	4252
560	7	876	6470
561	4868	11873	4856
562	216	7241	230
563	32	6	22
564	5962	10223	75
565	4710	4720	4698
566	5329	5304	5319
567	621	598	611
568	7	16703	7591
569	12632	7	21
570	14195	7	1905
571	10093	104	118
572	329	5234	5215
573	6798	6	20
574	7965	6560	7977
575	1385	21653	1395
576	13	8	26
577	7579	2691	7
578	4080	5	4094
579	25	15	11
580	6188	6184	3
581	7	2060	20
582	12128	6156	5
583	10487	3693	26700
584	28	8	13
585	7	3274	20432
586	7	2568	21
587	7	744	4784
588	8	13	25
589	7474	5148	7463
590	5	17711	18
591	19	8407	7
592	21	10357	7
593	2126	3	2138
594	7	1891	21
595	5	7158	18
596	1934	1939	1949
597	5	7757	11797
598	3958	23	24210
599	5	1645	11955
600	3351	4524	7
601	7	5219	1256
602	2502	2506	5
603	1144	3067	7
604	177	12366	2192
605	8	15864	13
606	12379	239	6820
607	7	9226	1144
608	23	8	13
609	580	594	8683
610	3350	3335	19550
611	15	6065	11
612	20	13818	6
613	5437	9476	5425
614	18	8814	6
615	11170	5	11176
616	4113	4125	4109
617	1203	17372	9262
618	11	15	7852
619	11373	9256	7335
620	163	7	3903
621	19864	5	7770
622	3826	5	25
623	9102	3376	9108
624	1801	2760	8387
625	2044	6	1813
626	7700	3674	3690
627	7	7082	2691
628	3	27197	6957
629	1548	10995	1562
630	19545	15	10
631	1635	5	1622
632	2143	2129	2157
633	154	5	5340
634	2041	10130	2056
635	26	5	6648
636	11	7	3310
637	3904	11124	7
638	15298	7201	9
639	4101	3014	3004
640	25	7	13
641	13582	1466	7
642	7	11104	21
643	3310	883	3321
644	15	10	29
645	13041	7	932
646	13	9	20199
647	1018	17188	1006
648	923	5	911
649	6888	2844	6869
650	3	905	21147
651	6148	7510	19673
652	15799	10533	2484
653	7	2732	2321
654	127	5	141
655	5	17897	13819
656	4792	4783	7
657	11145	7098	1885
658	4	7147	3103
659	7	6398	6207
660	6204	2180	5918
661	9468	11	17
662	7	11	12762
663	6087	7	555
664	7	4817	775
665	15	11	24118
666	25	15	11
667	20	15300	7
668	11	15	2285
669	7708	5	3679
670	6	933	4935
671	2659	10758	2664
672	5	8683	19
673	31	21	9
674	306	12461	3
675	7	8812	2428
676	2416	2397	1914
677	27	15	11
678	6458	6470	9357
679	19	7	1083
680	17	5	13881
681	5108	5096	16733
682	6137	6117	3707
683	20891	7	1685
684	5279	8	1950
685	16	5	6571
686	7598	7619	4396
687	21	9	6587
688	2680	2662	5
689	7	20	2590
690	4378	4367	4362
691	5	11647	5754
692	23	9	13
693	7	4808	4822
694	3	18	3246
695	15	29	11
696	3	19176	23222
697	1388	5925	9
698	12614	4	8569
699	11468	8123	4
700	7535	4	3508
701	14674	5	2544
702	7431	8	15
703	3985	3974	3980
704	14122	14117	7
705	4783	754	7
706	10	19980	15
707	615	1661	619
708	13	19	23
709	3	2462	18656
710	3875	7927	7915
711	5852	9895	5840
712	3024	3	3039
713	3343	7	3359
714	11919	15	10
715	7	15313	25
716	13	8	291
717	12	3	8
718	18440	6309	6297
719	10872	7	2798
720	23298	1061	6
721	2334	507	6404
722	10	1814	15
723	6426	14533	7
724	9	1691	15807
725	12288	13	8
726	9514	17623	5461
727	6	10306	6251
728	7006	17145	9375
729	5	1502	13637
730	23111	2932	7
731	6	9781	1693
732	11595	11316	8
733	28282	3	12098
734	8021	7	3985
735	4647	10	15
736	6	11518	3399
737	17033	1100	9380
738	10757	5446	14811
739	7	1429	3168
740	8198	5	4148
741	5	3734	7155
742	5	4282	225
743	9799	2615	5766
744	10408	2329	8
745	16157	1023	4030
746	47	5	43
747	5	19387	3872
748	1271	9376	5
749	5711	21803	9
750	5	19402	7239
751	1188	1176	4083
752	4	7619	212
753	450	5418	6
754	10384	406	6349
755	7	7050	6543
756	9757	7492	1526
757	1928	7	10684
758	3	717	705
759	618	3605	3589
760	6683	1342	12761
761	24	36	7
762	151	164	4807
763	9919	19	5
764	5491	7	18317
765	15255	3737	7
766	1962	13	8
767	45	31	16172
768	643	631	20882
769	7	26	5285
770	510	496	6556
771	7	21	11398
772	2825	2813	14422
773	5	17	7678
774	92	12028	5
775	9401	6	598
776	17589	1405	3700
777	25	11	15
778	5506	3	12422
779	2134	2121	2116
780	7	8352	8357
781	5	8407	3154
782	19214	11123	833
783	22128	22110	14710
784	11	15	752
785	2392	1095	753
786	13492	9444	9457
787	9423	9820	5793
788	7	16770	1179
789	1687	5	92
790	5	21307	17483
791	1833	5853	26128
792	10205	5	2038
793	13735	13727	9162
794	2285	5	296
795	2423	6452	8294
796	7470	5	1797
797	9531	5882	1850
798	5	8188	32520
799	3657	3653	3644
800	9774	15	10
801	700	1335	9459
802	3306	7361	309
803	899	15141	15124
804	18141	11	17
805	5	11150	2002
806	14864	2675	2663
807	31	21	7
808	10585	10599	5
809	74	13018	90
810	21	7	19614
811	19	5	13924
812	1336	1323	17525
813	2359	2345	3058
814	3	13740	9241
815	19	5	820
816	27	13	9
817	3599	3611	23838
818	17619	5	817
819	7	21	14843
820	5	14316	22560
821	2166	5	2158
822	4154	13	9
823	6302	6288	18446
824	5	11497	2058
825	25	13	9
826	2596	8	15
827	29	15	10
828	26	14	8311
829	10621	5	10627
830	5	6091	15990
831	5	19	4965
832	3356	1291	5185
833	5593	8393	9094
834	7	1733	13
835	6	2210	14366
836	3526	6	15682
837	5046	9703	7
838	8293	30	8122
839	1860	15	11
840	2812	23678	3441
841	5804	1761	7
842	18844	18828	18840
843	279	17268	5
844	1922	7	20
845	11832	11820	11808
846	1411	6	18361
847	5900	14308	5
848	13186	17244	7
849	24	1641	13798
850	2674	5	21
851	5	2710	2691
852	14930	10905	10893
853	1634	9741	9722
854	9	13	2805
855	564	2763	2742
856	1845	13989	1841
857	10	12692	15
858	5970	5677	5665
859	9519	4480	4468
860	20934	7	20
861	3	2227	5892
862	19	5	7098
863	7	3904	16061
864	7	36	28
865	465	451	862
866	5373	5385	13471
867	21	7	10943
868	7	12242	12264
869	5508	15485	15500
870	11	6	1958
871	4543	5163	7
872	6569	1724	19459
873	5217	11848	7
874	15352	8868	11316
875	7176	7	7181
876	9	2281	15
877	5	11779	3658
878	8793	17252	29045
879	10	15	5065
880	21	31	7
881	7	2493	3
882	487	463	475
883	18	3737	6
884	8507	4404	7
885	11	6	4324
886	4154	826	4142
887	11848	7	3777
888	8	23	13
889	9996	1938	1926
890	397	409	419
891	5	13682	21
892	14173	2039	2045
893	17	9	12576
894	6	3835	36277
895	7	19869	11766
896	4875	7	8928
